bl,,fitcbsa alone,,fbsaalone2,,fbsaalone3,,ph5 1,,ph5 2,,pH 5 3,,pH 6 1,,pH 6 2,,pH 6 3,,pH 7 1,,pH 7 2,,pH 7 3,,pH 8 1,,pH 8 2,,pH 8 3,,pH 9 1,,pH 9 2,,pH 9 3,,pH 10 1,,pH 10 2,,pH 10 3,,pH 11 1,,pH 11 2,,pH 11 3,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
583.9699707,-2.281539202,583.9699707,15.11112499,583.9699707,15.22848225,583.9699707,14.89224529,583.9699707,-1.40760386,583.9699707,-1.500145197,583.9699707,-1.19010663,583.9699707,-0.5928809643,583.9699707,0.5558583736,583.9699707,0.3051576614,583.9699707,1.84551549,583.9699707,-0.02401304245,583.9699707,0.3607997894,583.9699707,0.5135285854,583.9699707,1.155205011,583.9699707,2.184998751,583.9699707,6.102254868,583.9699707,2.169236898,583.9699707,10.90316868,583.9699707,42.97821808,583.9699707,59.50063705,583.9699707,55.04454803,583.9699707,70.16596222,583.9699707,72.80865479,583.9699707,66.93710327,
585,-2.395261526,585,14.16137791,585,14.10075474,585,14.40479183,585,-1.491503954,585,-1.532181025,585,-1.373507142,585,-0.6886198521,585,0.523573637,585,0.2440936565,585,1.594703913,585,-0.1400055885,585,0.3545837402,585,0.3973731995,585,1.146116972,585,2.09370923,585,5.646956444,585,2.13154006,585,10.56218243,585,41.5146637,585,57.16763306,585,53.15296173,585,68.14182281,585,69.25807953,585,63.42937088,
586.0200195,-2.385912895,586.0200195,13.65087986,586.0200195,13.39227104,586.0200195,13.32631588,586.0200195,-1.497033834,586.0200195,-1.493861914,586.0200195,-1.281938553,586.0200195,-0.6628470421,586.0200195,0.1789348125,586.0200195,0.1591100693,586.0200195,1.395776749,586.0200195,-0.05820941925,586.0200195,0.1585450172,586.0200195,0.1127653122,586.0200195,0.8277280331,586.0200195,1.904695749,586.0200195,5.484075546,586.0200195,2.076333284,586.0200195,10.05142117,586.0200195,38.12088394,586.0200195,54.59503937,586.0200195,49.70664597,586.0200195,62.79809952,586.0200195,67.05028534,586.0200195,61.47658157,
587.0499878,-2.395666599,587.0499878,12.61784172,587.0499878,12.43303394,587.0499878,12.47709274,587.0499878,-1.548234224,587.0499878,-1.510374188,587.0499878,-1.312313557,587.0499878,-0.7706557512,587.0499878,0.3016965389,587.0499878,0.09470701218,587.0499878,1.24348402,587.0499878,-0.1876144409,587.0499878,0.05288887024,587.0499878,0.2280786037,587.0499878,0.9518930912,587.0499878,2.051417112,587.0499878,5.081495285,587.0499878,1.907181025,587.0499878,9.449160576,587.0499878,37.18600082,587.0499878,52.12072754,587.0499878,47.86027908,587.0499878,61.27852249,587.0499878,63.65401077,587.0499878,58.81776428,
587.9400024,-2.366897583,587.9400024,12.13739681,587.9400024,12.30839539,587.9400024,12.30800819,587.9400024,-1.545991421,587.9400024,-1.527698755,587.9400024,-1.277562737,587.9400024,-0.8454756737,587.9400024,0.04917025566,587.9400024,-0.05771827698,587.9400024,0.9262466431,587.9400024,-0.3278052807,587.9400024,-0.0823943615,587.9400024,0.08968806267,587.9400024,0.8046486378,587.9400024,1.718697786,587.9400024,4.900826454,587.9400024,1.614496946,587.9400024,9.14818573,587.9400024,35.94002533,587.9400024,49.54553604,587.9400024,44.69813538,587.9400024,58.91478729,587.9400024,60.48963928,587.9400024,54.98128128,
588.9699707,-2.338966846,588.9699707,11.86166763,588.9699707,11.62079048,588.9699707,11.73513889,588.9699707,-1.546421051,588.9699707,-1.567622662,588.9699707,-1.34464407,588.9699707,-0.9392726421,588.9699707,0.05243420601,588.9699707,-0.1194992065,588.9699707,1.032851458,588.9699707,-0.4207139015,588.9699707,0.08828306198,588.9699707,0.03249192238,588.9699707,0.5324702263,588.9699707,1.505114317,588.9699707,4.672265053,588.9699707,1.424060106,588.9699707,8.531551361,588.9699707,34.77971268,588.9699707,46.92335129,588.9699707,42.69862747,588.9699707,56.00803757,588.9699707,57.21126938,588.9699707,52.25322723,
590,-2.376391649,590,11.19407368,590,11.37858391,590,10.81554794,590,-1.644221544,590,-1.607650042,590,-1.392035127,590,-0.8088307381,590,-0.0487639904,590,-0.1581130028,590,0.7995252609,590,-0.4336820841,590,-0.1396052837,590,-0.05978941917,590,0.6371741295,590,1.366300583,590,4.461279869,590,1.208416939,590,7.982579231,590,32.66378021,590,45.36134338,590,41.24201584,590,53.3790741,590,54.66992569,590,50.48885727,
591.0200195,-2.319986343,591.0200195,10.8003149,591.0200195,10.20367622,591.0200195,10.15017986,591.0200195,-1.655199051,591.0200195,-1.647480965,591.0200195,-1.408420086,591.0200195,-0.9752173424,591.0200195,-0.0195119381,591.0200195,-0.2290904522,591.0200195,0.704056263,591.0200195,-0.4802395105,591.0200195,-0.05283403397,591.0200195,-0.02018523216,591.0200195,0.3456950188,591.0200195,1.385603666,591.0200195,4.039633751,591.0200195,1.269114256,591.0200195,7.896642685,591.0200195,31.377285,591.0200195,43.46431732,591.0200195,39.58952713,591.0200195,52.32705307,591.0200195,52.85847092,591.0200195,48.2178421,
592.0499878,-2.385805607,592.0499878,10.60072899,592.0499878,9.616112709,592.0499878,10.09449005,592.0499878,-1.533596992,592.0499878,-1.634678841,592.0499878,-1.391499519,592.0499878,-0.9382770061,592.0499878,-0.07908511162,592.0499878,-0.1926977634,592.0499878,0.5651781559,592.0499878,-0.5381934643,592.0499878,-0.2157468796,592.0499878,-0.3250489235,592.0499878,0.3566055298,592.0499878,1.19416666,592.0499878,3.726126909,592.0499878,1.158764124,592.0499878,7.448925972,592.0499878,29.56113243,592.0499878,40.29757309,592.0499878,37.91355515,592.0499878,49.35726547,592.0499878,50.59284973,592.0499878,46.16720581,
592.9400024,-2.291860819,592.9400024,9.538021088,592.9400024,9.532207489,592.9400024,9.514417648,592.9400024,-1.668356895,592.9400024,-1.602253437,592.9400024,-1.356330395,592.9400024,-1.041066289,592.9400024,-0.2583656311,592.9400024,-0.3461551666,592.9400024,0.5401127338,592.9400024,-0.6631679535,592.9400024,-0.3977316618,592.9400024,-0.1057014465,592.9400024,0.2443282604,592.9400024,0.9897933006,592.9400024,3.537546396,592.9400024,1.020419359,592.9400024,7.255760193,592.9400024,28.54683685,592.9400024,39.45911789,592.9400024,35.22946167,592.9400024,47.63445663,592.9400024,49.04179382,592.9400024,45.10196304,
593.9699707,-2.338267326,593.9699707,9.499479294,593.9699707,9.044466972,593.9699707,9.151968956,593.9699707,-1.592980623,593.9699707,-1.779112101,593.9699707,-1.448291063,593.9699707,-1.16362226,593.9699707,-0.312120676,593.9699707,-0.3506193161,593.9699707,0.349732399,593.9699707,-0.6670399904,593.9699707,-0.3083853722,593.9699707,-0.2631242275,593.9699707,0.2947554588,593.9699707,1.070462942,593.9699707,3.282176256,593.9699707,0.7915070057,593.9699707,6.588736534,593.9699707,27.37025642,593.9699707,37.92182159,593.9699707,33.85167313,593.9699707,45.57782364,593.9699707,46.76097488,593.9699707,42.0077858,
595,-2.301105261,595,8.893096924,595,8.347289085,595,8.840631485,595,-1.699827909,595,-1.601465702,595,-1.590064287,595,-1.186264038,595,-0.2809693813,595,-0.4748057127,595,0.3591883183,595,-0.7263674736,595,-0.4762554169,595,-0.3393054008,595,0.1525604725,595,0.886715889,595,3.173981428,595,0.633854866,595,6.448816299,595,25.69348145,595,35.62062454,595,32.83559036,595,42.81291962,595,43.6958847,595,40.56119919,
596.0200195,-2.33768034,596.0200195,7.97512722,596.0200195,8.263374329,596.0200195,8.489209175,596.0200195,-1.698418975,596.0200195,-1.715748549,596.0200195,-1.538490891,596.0200195,-1.173056364,596.0200195,-0.4225997925,596.0200195,-0.5221449137,596.0200195,0.3366279602,596.0200195,-0.7411315441,596.0200195,-0.5495160818,596.0200195,-0.4678843021,596.0200195,-0.07843613625,596.0200195,0.7597515583,596.0200195,2.900167704,596.0200195,0.6204612255,596.0200195,6.079689026,596.0200195,24.98397064,596.0200195,34.35422134,596.0200195,31.31933212,596.0200195,41.2444458,596.0200195,41.79541016,596.0200195,38.54145813,
597.0499878,-2.282363415,597.0499878,8.01044178,597.0499878,7.735678673,597.0499878,7.934267998,597.0499878,-1.739695787,597.0499878,-1.79966855,597.0499878,-1.485211492,597.0499878,-1.240006685,597.0499878,-0.4493480921,597.0499878,-0.4039677382,597.0499878,0.2293331623,597.0499878,-0.7903488874,597.0499878,-0.5877844095,597.0499878,-0.5437061787,597.0499878,-0.1058428288,597.0499878,0.558044672,597.0499878,2.786299467,597.0499878,0.604306221,597.0499878,5.462561607,597.0499878,23.28764534,597.0499878,32.90898514,597.0499878,30.27587128,597.0499878,39.41445923,597.0499878,39.83729172,597.0499878,37.29507446,
597.9400024,-2.31985569,597.9400024,8.014680862,597.9400024,7.462965965,597.9400024,7.799659729,597.9400024,-1.701530218,597.9400024,-1.757532597,597.9400024,-1.621852636,597.9400024,-1.166983008,597.9400024,-0.4106169939,597.9400024,-0.6019865274,597.9400024,0.04178261757,597.9400024,-0.8222391605,597.9400024,-0.5447717905,597.9400024,-0.6974189281,597.9400024,-0.07864952087,597.9400024,0.6375288963,597.9400024,2.523466349,597.9400024,0.514320612,597.9400024,5.448277473,597.9400024,22.45041275,597.9400024,31.60055923,597.9400024,29.46645737,597.9400024,38.36455917,597.9400024,38.84233093,597.9400024,35.52739716,
598.9699707,-2.385923147,598.9699707,7.10891819,598.9699707,7.174514771,598.9699707,7.071828842,598.9699707,-1.740717173,598.9699707,-1.765277267,598.9699707,-1.619730234,598.9699707,-1.235807657,598.9699707,-0.5820586681,598.9699707,-0.6078695059,598.9699707,0.05129718781,598.9699707,-0.9152690172,598.9699707,-0.5851613283,598.9699707,-0.6370325089,598.9699707,-0.1241180897,598.9699707,0.3709652424,598.9699707,2.333374739,598.9699707,0.4274425507,598.9699707,5.105751991,598.9699707,21.82877541,598.9699707,30.56262589,598.9699707,26.84392357,598.9699707,36.34977722,598.9699707,37.99848938,598.9699707,34.03121567,
600,-2.338840961,600,7.043338776,600,6.786775589,600,6.721178055,600,-1.672675371,600,-1.760884643,600,-1.608902931,600,-1.250455737,600,-0.5834131241,600,-0.7831332684,600,-0.01680159569,600,-0.9467643499,600,-0.6924849749,600,-0.6329247952,600,-0.3762235641,600,0.3211071491,600,2.138194323,600,0.1760485172,600,4.867501259,600,20.58655548,600,29.08591843,600,26.66726685,600,34.85107803,600,35.76218796,600,32.46579742,

bl,
bl
Collection Time: 8/21/2023 12:32:43 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

fitcbsa alone,
fitcbsa alone
Collection Time: 8/21/2023 12:34:03 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

fbsaalone2,
fbsaalone2
Collection Time: 8/21/2023 12:34:23 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

fbsaalone3,
fbsaalone3
Collection Time: 8/21/2023 12:34:43 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

ph5 1,
ph5 1
Collection Time: 8/21/2023 12:36:00 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

ph5 2,
ph5 2
Collection Time: 8/21/2023 12:37:04 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 5 3,
pH 5 3
Collection Time: 8/21/2023 12:38:14 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 6 1,
pH 6 1
Collection Time: 8/21/2023 12:40:02 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 6 2,
pH 6 2
Collection Time: 8/21/2023 12:41:05 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 6 3,
pH 6 3
Collection Time: 8/21/2023 12:42:08 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 7 1,
pH 7 1
Collection Time: 8/21/2023 12:43:45 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 7 2,
pH 7 2
Collection Time: 8/21/2023 12:44:42 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 7 3,
pH 7 3
Collection Time: 8/21/2023 12:45:36 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/21/2023 12:30:33 PM
Method Modifications:
User Delta Stop Changed: 8/21/2023 12:31:55 PM, Old: 450.00, New: 495.00
User Delta Increment Changed: 8/21/2023 12:31:55 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 350.00, New: 495.00
Emission Wavelength Changed: 8/21/2023 12:31:55 PM, Old: 400.00, New: 500.00
Zero Mode Changed: 8/21/2023 12:32:38 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/21/2023 12:32:39 PM, Old:Reading, New:ON
End Method Modifications

pH 8 1,
pH 8 1
Collection Time: 8/21/2023 12:47:13 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY15120005
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               495.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
